Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls_score,Ast_score,xG_score,xAG_score,PrgC_score,PrgP_score,KP_score,Min_score,WonderKidScore
132,Arthur Avom Ebong,cm CMR,MF,Lorient,fr Ligue 1,20.0,2004.0,7,6,552.0,6.1,0,1,1,0,0,0,2,0,0.3,0.3,0.9,1.2,15,37,17,0.16,0.2,132,cm CMR,MF,fr Ligue 1,20-295,2004.0,6.1,0,5,1,20.0,0.82,0.16,0.0,0.0,21.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,132,cm CMR,MF,fr Ligue 1,20-295,2004.0,6.1,240,292,82.2,4274,1297,1,0.9,1.3,0.1,9,27,9,1,37,132,cm CMR,MF,fr Ligue 1,20-295,2004.0,6.1,292,267,22,13,4,0,15,2,5,3,1,0,240,3,9,132,cm CMR,MF,fr Ligue 1,20-295,2004.0,6.1,18,2.93,14,1,0,1,2,0,1,0.16,132,cm CMR,MF,fr Ligue 1,20-295,2004.0,6.1,11,8,4,7,0,10,70.0,3,7,1,6,12,23,4,0,132,cm CMR,MF,fr Ligue 1,20-295,2004.0,6.1,348,13,81,182,89,13,348,13,10,76.9,3,23.1,220,1027,446,15,7,3,13,5,229,17,159,cm CMR,MF,fr Ligue 1,20-295,2004.0,7,552.0,79,87.6,6.1,6,87.0,4,1,29.0,0,1.0,9,9,0,0.0,8.08,9.1,7.4,1.7,0.28,132,cm CMR,MF,fr Ligue 1,20-295,2004.0,6.1,2,0,0,5,12,0,15,12,8,0,0,0,36,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,49.382716049382715,78.39506172839506,83.33333333333334,88.88888888888889,86.41975308641975,82.71604938271605,72.60802469135803
960,Mikel Jauregizar,es ESP,MF,Athletic Club,es La Liga,21.0,2003.0,8,8,710.0,7.9,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,8,55,12,0.13,0.12,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,1,11,3,27.3,1.39,0.38,0.09,0.33,23.3,0,0,0,0.5,0.5,0.04,0.5,0.5,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,332,414,80.2,5647,1599,0,0.4,0.7,-0.4,7,48,9,0,55,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,414,387,26,17,2,2,22,0,9,4,0,1,332,1,6,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,22,2.79,18,0,1,0,2,1,1,0.13,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,12,9,3,8,1,25,36.0,16,6,0,6,14,26,5,2,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,483,9,64,299,126,6,483,8,2,25.0,5,62.5,221,1078,541,8,12,1,7,6,301,12,1157,es ESP,MF,es La Liga,21-328,2003.0,8,710.0,89,98.6,7.9,8,89.0,7,0,,0,1.63,9,8,1,0.13,9.13,11.8,5.0,6.8,0.86,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,0,0,0,8,5,0,22,14,9,0,0,0,50,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1604938271605,32.098765432098766,60.49382716049383,59.25925925925925,48.148148148148145,100.0,76.5432098765432,100.0,69.21296296296296
1895,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21.0,2003.0,7,6,536.0,6.0,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.2,11,47,6,0.17,0.2,1895,es ESP,MF,es La Liga,21-291,2003.0,6.0,0,1,1,100.0,0.17,0.17,0.0,0.0,25.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1895,es ESP,MF,es La Liga,21-291,2003.0,6.0,388,440,88.2,6949,2558,1,1.1,1.2,-0.1,15,55,4,1,47,1895,es ESP,MF,es La Liga,21-291,2003.0,6.0,440,395,43,20,2,3,28,1,22,6,14,0,388,2,2,1895,es ESP,MF,es La Liga,21-291,2003.0,6.0,23,3.86,15,8,0,0,0,0,2,0.34,1895,es ESP,MF,es La Liga,21-291,2003.0,6.0,12,6,5,5,2,12,58.3,5,10,3,7,4,16,8,0,1895,es ESP,MF,es La Liga,21-291,2003.0,6.0,479,12,82,304,96,2,479,0,0,,0,,259,1399,728,11,8,1,3,5,342,6,2346,es ESP,MF,es La Liga,21-291,2003.0,7,536.0,77,74.4,6.0,6,84.0,4,1,34.0,1,0.71,6,7,-1,-0.17,0.81,6.7,7.4,-0.8,-0.13,1895,es ESP,MF,es La Liga,21-291,2003.0,6.0,1,0,0,11,5,0,28,4,6,0,0,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,21.604938271604937,83.9506172839506,65.4320987654321,96.91358024691358,96.29629629629629,75.30864197530865,68.90432098765432
481,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,21.0,2004.0,7,7,613.0,6.8,0,0,0,0,0,0,1,0,0.7,0.7,0.7,1.4,11,39,16,0.0,0.2,481,fr FRA,MF,fr Ligue 1,21-100,2004.0,6.8,0,6,2,33.3,0.88,0.29,0.0,0.0,22.7,0,0,0,0.7,0.7,0.11,-0.7,-0.7,481,fr FRA,MF,fr Ligue 1,21-100,2004.0,6.8,271,324,83.6,4717,1296,0,0.7,0.8,-0.7,12,40,3,0,39,481,fr FRA,MF,fr Ligue 1,21-100,2004.0,6.8,324,306,16,6,3,3,12,0,9,4,3,0,271,2,4,481,fr FRA,MF,fr Ligue 1,21-100,2004.0,6.8,22,3.23,18,3,0,1,0,0,0,0.0,481,fr FRA,MF,fr Ligue 1,21-100,2004.0,6.8,21,11,7,11,3,23,17.4,19,6,1,5,6,27,2,0,481,fr FRA,MF,fr Ligue 1,21-100,2004.0,6.8,394,3,77,213,111,5,394,13,7,53.8,4,30.8,225,1273,571,11,9,1,16,9,255,16,590,fr FRA,MF,fr Ligue 1,21-100,2004.0,7,613.0,88,97.3,6.8,7,88.0,5,0,,0,0.86,5,10,-5,-0.73,-0.73,6.7,8.8,-2.1,-0.31,481,fr FRA,MF,fr Ligue 1,21-100,2004.0,6.8,1,0,0,9,2,0,12,6,11,0,0,0,47,1,7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,32.098765432098766,69.75308641975309,70.37037037037037,65.4320987654321,90.74074074074075,93.82716049382715,93.82716049382715,68.82716049382717
555,El Hadji Malick Diouf,sn SEN,DF,West Ham,eng Premier League,20.0,2004.0,7,7,630.0,7.0,0,3,3,0,0,0,1,0,0.2,0.2,0.7,0.9,11,21,31,0.43,0.13,555,sn SEN,DF,eng Premier League,20-282,2004.0,7.0,0,5,1,20.0,0.71,0.14,0.0,0.0,23.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,555,sn SEN,DF,eng Premier League,20-282,2004.0,7.0,223,306,72.9,3553,1394,3,0.7,0.7,2.3,7,16,8,3,21,555,sn SEN,DF,eng Premier League,20-282,2004.0,7.0,306,245,60,2,3,1,28,51,7,6,1,0,223,1,9,555,sn SEN,DF,eng Premier League,20-282,2004.0,7.0,11,1.57,8,2,1,0,0,0,3,0.43,555,sn SEN,DF,eng Premier League,20-282,2004.0,7.0,6,2,3,3,0,5,60.0,2,4,3,1,4,10,35,1,555,sn SEN,DF,eng Premier League,20-282,2004.0,7.0,388,28,131,142,115,7,388,12,4,33.3,8,66.7,171,851,453,11,13,1,9,5,215,31,674,sn SEN,DF,eng Premier League,20-282,2004.0,7,630.0,90,100.0,7.0,7,90.0,7,0,,0,0.57,6,16,-10,-1.43,,6.6,11.1,-4.5,-0.64,555,sn SEN,DF,eng Premier League,20-282,2004.0,7.0,1,0,0,10,4,0,28,4,2,0,1,0,25,12,10,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,97.53086419753086,36.41975308641975,70.37037037037037,65.4320987654321,70.98765432098766,76.5432098765432,98.14814814814815,68.75
906,Dean Huijsen,es ESP,DF,Real Madrid,es La Liga,20.0,2005.0,7,7,569.0,6.3,0,1,1,0,0,0,1,1,0.3,0.3,1.0,1.3,9,52,4,0.16,0.2,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,0,8,1,12.5,1.27,0.16,0.0,0.0,22.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,458,518,88.4,9510,3326,1,1.0,0.8,0.0,5,63,0,0,52,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,518,505,13,8,0,11,1,4,0,0,0,0,458,0,3,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,10,1.58,10,0,0,0,0,0,1,0.16,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,11,5,5,6,0,7,85.7,1,3,3,0,4,15,31,0,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,584,30,149,371,64,12,584,0,0,,0,,389,1953,1174,9,6,2,1,0,436,4,1096,es ESP,DF,es La Liga,20-175,2005.0,7,569.0,81,79.0,6.3,7,81.0,5,0,,0,2.57,16,7,9,1.42,0.83,15.4,6.1,9.3,1.47,906,es ESP,DF,es La Liga,20-175,2005.0,6.3,1,1,0,8,4,0,1,4,5,0,0,0,24,21,6,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,49.382716049382715,80.8641975308642,53.086419753086425,98.76543209876543,64.19753086419753,87.65432098765432,68.20987654320987
757,Giovane,br BRA,FW,Hellas Verona,it Serie A,21.0,2003.0,6,6,489.0,5.4,0,1,1,0,0,0,1,0,1.2,1.2,0.9,2.0,16,15,35,0.18,0.37,757,br BRA,FW,it Serie A,21-316,2003.0,5.4,0,20,12,60.0,3.68,2.21,0.0,0.0,19.4,0,0,0,1.2,1.2,0.06,-1.2,-1.2,757,br BRA,FW,it Serie A,21-316,2003.0,5.4,78,120,65.0,1120,205,1,0.9,0.4,0.1,7,5,2,0,15,757,br BRA,FW,it Serie A,21-316,2003.0,5.4,120,114,5,0,4,1,3,0,0,0,0,0,78,1,5,757,br BRA,FW,it Serie A,21-316,2003.0,5.4,21,3.87,10,1,5,2,3,0,2,0.37,757,br BRA,FW,it Serie A,21-316,2003.0,5.4,5,4,0,3,2,2,100.0,0,6,1,5,0,5,3,0,757,br BRA,FW,it Serie A,21-316,2003.0,5.4,204,3,10,80,117,31,204,17,8,47.1,7,41.2,119,850,375,16,8,8,22,9,138,35,923,br BRA,FW,it Serie A,21-316,2003.0,6,489.0,82,90.6,5.4,6,82.0,3,0,,0,0.5,2,8,-6,-1.1,0.66,6.1,7.3,-1.2,-0.21,757,br BRA,FW,it Serie A,21-316,2003.0,5.4,1,0,0,4,6,1,3,0,4,0,0,0,19,7,33,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,82.09876543209876,78.39506172839506,85.80246913580247,47.53086419753087,76.5432098765432,60.49382716049383,67.82407407407408
1592,Kojo Peprah Oppong,gh GHA,DF,Nice,fr Ligue 1,21.0,2004.0,7,6,592.0,6.6,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.6,13,39,4,0.15,0.09,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,1,3,2,66.7,0.46,0.3,0.33,0.5,22.1,0,0,0,0.3,0.3,0.11,0.7,0.7,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,352,390,90.3,5420,1793,0,0.3,0.3,-0.3,6,40,3,1,39,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,390,375,15,9,0,4,5,1,0,0,0,0,352,0,4,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,12,1.82,12,0,0,0,0,0,0,0.0,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,14,11,7,4,3,7,57.1,3,5,4,1,8,22,26,0,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,456,37,139,264,56,5,456,8,6,75.0,1,12.5,319,1805,1071,13,9,1,1,3,335,4,1951,gh GHA,DF,fr Ligue 1,21-124,2004.0,7,592.0,85,94.0,6.6,6,90.0,5,1,53.0,0,1.14,8,12,-4,-0.61,-2.98,9.0,11.8,-2.8,-0.43,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,1,0,0,8,9,1,5,8,11,0,0,0,17,10,11,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1604938271605,32.098765432098766,49.382716049382715,51.23456790123457,77.77777777777779,90.74074074074075,70.98765432098766,91.35802469135803,67.5925925925926
1382,Diego Moreira,be BEL,"DF,FW",Strasbourg,fr Ligue 1,21.0,2004.0,6,5,442.0,4.9,0,1,1,0,0,0,1,0,0.2,0.2,1.7,1.9,16,25,37,0.2,0.38,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,0,4,1,25.0,0.81,0.2,0.0,0.0,20.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,161,212,75.9,2536,823,1,1.7,0.9,-0.7,12,9,12,4,25,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,212,197,15,2,0,0,21,13,0,0,0,0,161,0,6,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,15,3.05,13,0,2,0,0,0,2,0.41,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,12,7,5,2,5,14,64.3,5,6,1,5,1,13,11,0,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,274,16,59,114,104,10,274,19,6,31.6,13,68.4,153,863,455,16,9,4,8,5,193,37,1686,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,6,442.0,74,70.2,4.9,5,83.0,2,1,27.0,0,2.0,9,5,4,0.81,-0.62,9.6,5.4,4.2,0.86,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,1,0,0,2,4,1,21,1,7,0,0,0,17,4,5,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,36.41975308641975,88.88888888888889,85.80246913580247,78.39506172839506,93.82716049382715,39.50617283950617,66.82098765432097
1078,Arsène Kouassi,bf BFA,"DF,MF",Lorient,fr Ligue 1,21.0,2004.0,7,6,560.0,6.2,0,1,1,0,0,0,2,0,0.0,0.0,0.7,0.8,25,24,38,0.16,0.12,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,0,1,0,0.0,0.16,0.0,0.0,,21.9,1,0,0,0.0,0.0,0.05,0.0,0.0,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,210,265,79.2,3571,1190,1,0.7,0.8,0.3,7,14,5,3,24,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,265,214,50,7,0,0,34,34,9,3,5,0,210,1,6,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,15,2.41,8,5,0,1,1,0,2,0.32,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,6,5,5,1,0,2,100.0,0,2,0,2,4,10,13,0,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,314,8,91,122,109,10,314,25,13,52.0,8,32.0,193,1336,837,25,11,4,2,3,188,38,1303,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,7,560.0,80,88.9,6.2,6,81.0,2,1,77.0,0,1.0,9,12,-3,-0.48,4.66,7.7,9.1,-1.4,-0.22,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,2,0,0,4,10,2,34,4,5,0,0,0,28,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,6.790123456790123,70.37037037037037,92.5925925925926,75.30864197530865,76.5432098765432,83.9506172839506,64.6604938271605
1712,Jesus Rodríguez,es ESP,FW,Como,it Serie A,19.0,2005.0,5,4,389.0,4.3,0,1,1,0,0,0,0,1,0.8,0.8,0.8,1.6,29,15,30,0.23,0.38,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,0,10,2,20.0,2.31,0.46,0.0,0.0,17.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,90,118,76.3,1262,427,1,0.8,0.7,0.2,9,7,4,0,15,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,118,115,3,0,2,1,4,1,2,0,1,0,90,0,8,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,18,4.16,13,1,2,1,1,0,2,0.46,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,3,1,1,1,1,3,33.3,2,1,0,1,1,4,3,0,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,183,2,14,74,99,23,183,26,9,34.6,16,61.5,118,1053,591,29,17,16,14,13,137,30,2116,es ESP,FW,it Serie A,19-319,2005.0,5,389.0,78,72.0,4.3,4,86.0,1,1,45.0,0,1.6,6,2,4,0.93,2.12,5.8,3.3,2.5,0.57,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,0,1,0,3,7,0,4,1,1,0,0,0,19,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,73.4567901234568,74.69135802469135,96.29629629629629,47.53086419753087,86.41975308641975,12.962962962962962,62.88580246913581
1534,Abdoul Ouattara,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19.0,2005.0,7,5,459.0,5.1,2,0,2,2,0,0,1,0,1.1,1.1,1.2,2.3,10,22,37,0.39,0.45,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,2,6,4,66.7,1.18,0.78,0.33,0.5,17.4,0,0,0,1.1,1.1,0.18,0.9,0.9,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,198,230,86.1,3072,533,0,1.2,0.5,-1.2,2,11,5,1,22,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,230,208,21,1,1,0,6,17,0,0,0,0,198,1,2,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,10,1.96,8,0,1,1,0,0,1,0.2,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,4,2,3,1,0,3,0.0,3,4,0,4,5,9,9,0,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,279,9,51,148,81,9,279,8,2,25.0,6,75.0,158,683,322,10,5,1,6,4,193,37,1879,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,7,459.0,66,72.9,5.1,5,74.0,3,2,45.0,0,2.14,11,5,6,1.18,0.65,10.7,5.0,5.7,1.12,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,1,0,0,7,1,0,6,5,2,0,0,0,16,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.50617283950618,32.098765432098766,79.01234567901234,87.03703703703704,58.0246913580247,73.4567901234568,29.01234567901235,45.67901234567901,61.72839506172839
2146,Warren Zaïre-Emery,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,19.0,2006.0,7,5,481.0,5.3,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,18,43,29,0.0,0.17,2146,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,5.3,0,3,1,33.3,0.56,0.19,0.0,0.0,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2146,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,5.3,410,442,92.8,5971,1323,0,0.8,0.9,-0.8,10,49,5,0,43,2146,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,5.3,442,428,14,3,2,2,2,11,0,0,0,0,410,0,10,2146,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,5.3,15,2.81,15,0,0,0,0,0,1,0.19,2146,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,5.3,8,5,1,5,2,10,60.0,4,8,1,7,4,12,4,0,2146,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,5.3,489,11,80,272,141,10,489,13,7,53.8,5,38.5,310,1992,976,18,10,4,6,6,397,29,2646,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,7,481.0,69,76.3,5.3,5,82.0,3,2,35.0,0,2.29,8,4,4,0.75,-1.67,7.2,4.2,3.0,0.55,2146,fr FRA,"MF,DF",fr Ligue 1,19-212,2006.0,5.3,0,0,0,11,2,0,2,4,5,0,0,0,25,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,32.098765432098766,21.604938271604937,74.69135802469135,90.12345679012346,93.82716049382715,90.12345679012346,55.55555555555556,61.57407407407406
576,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,20.0,2004.0,6,5,471.0,5.2,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1.1,17,7,41,0.19,0.21,576,dk DEN,DF,eng Premier League,20-345,2004.0,5.2,0,4,0,0.0,0.76,0.0,0.0,,21.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,576,dk DEN,DF,eng Premier League,20-345,2004.0,5.2,147,204,72.1,2121,459,1,0.8,0.6,0.2,6,5,6,3,7,576,dk DEN,DF,eng Premier League,20-345,2004.0,5.2,204,171,33,0,0,1,17,33,0,0,0,0,147,0,7,576,dk DEN,DF,eng Premier League,20-345,2004.0,5.2,13,2.48,12,0,1,0,0,0,1,0.19,576,dk DEN,DF,eng Premier League,20-345,2004.0,5.2,15,12,8,4,3,14,78.6,3,5,1,4,7,22,9,0,576,dk DEN,DF,eng Premier League,20-345,2004.0,5.2,281,7,62,107,114,23,281,16,3,18.8,11,68.8,152,782,415,17,8,4,14,7,178,41,698,dk DEN,DF,eng Premier League,20-345,2004.0,6,471.0,79,74.8,5.2,5,89.0,4,1,27.0,1,1.17,4,8,-4,-0.76,-1.9,8.5,8.2,0.3,0.05,576,dk DEN,DF,eng Premier League,20-345,2004.0,5.2,2,0,0,8,18,3,17,7,12,0,0,0,16,14,14,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5679012345679,77.1604938271605,36.41975308641975,74.69135802469135,88.27160493827161,14.814814814814813,70.98765432098766,53.086419753086425,56.25
