Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
920,Arijon Ibrahimović,de GER,"MF,FW",Heidenheim,de Bundesliga,19.0,2005.0,6,6,460.0,5.1,0,0,0,0,0,0,1,0,1.3,1.3,0.3,1.6,6,15,18,0.0,0.31,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,0,6,3,50.0,1.17,0.59,0.0,0.0,17.3,0,0,0,1.3,1.3,0.22,-1.3,-1.3,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,123,183,67.2,2333,628,0,0.3,0.4,-0.3,7,9,5,0,15,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,183,151,31,8,1,2,12,6,10,5,3,0,123,1,1,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,16,3.13,8,5,1,1,1,0,0,0.0,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,6,1,3,3,0,11,45.5,6,7,0,7,4,10,7,0,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,243,5,49,109,89,11,243,10,2,20.0,7,70.0,109,684,248,6,6,2,13,4,138,18,1110,de GER,"MF,FW",de Bundesliga,19-299,2005.0,6,460.0,77,85.2,5.1,6,77.0,0,0,,0,0.5,3,8,-5,-0.98,1.27,5.1,8.5,-3.4,-0.67,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,1,0,0,2,2,1,12,4,1,0,0,0,22,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Mateo Joseph,es ESP,"FW,MF",Mallorca,es La Liga,21.0,2003.0,7,4,399.0,4.4,0,1,1,0,0,0,0,0,1.4,1.4,0.1,1.5,8,4,21,0.23,0.34,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,0,10,3,30.0,2.26,0.68,0.0,0.0,14.2,0,0,0,1.4,1.4,0.14,-1.4,-1.4,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,49,63,77.8,653,123,1,0.1,0.1,0.9,3,1,1,0,4,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,63,62,1,1,0,0,2,0,0,0,0,0,49,0,1,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,10,2.26,6,0,1,1,2,0,2,0.45,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,3,2,1,2,0,4,50.0,2,5,2,3,2,5,2,0,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,122,2,17,53,54,14,122,11,4,36.4,5,45.5,77,454,194,8,5,5,17,6,83,21,1184,es ESP,"FW,MF",es La Liga,21-352,2003.0,7,399.0,57,55.4,4.4,4,77.0,1,3,31.0,1,0.57,3,8,-5,-1.13,-0.85,3.7,7.7,-4.0,-0.91,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,0,0,0,3,9,1,2,2,2,1,0,0,8,2,13,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Dermane Karim,tg TOG,"MF,FW",Lorient,fr Ligue 1,21.0,2003.0,6,5,392.0,4.4,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.5,11,18,25,0.23,0.33,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,0,3,0,0.0,0.69,0.0,0.0,,17.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,120,150,80.0,2056,553,1,1.2,0.3,-0.2,4,16,1,0,18,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,150,142,6,4,1,0,5,1,1,0,0,0,120,2,5,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,15,3.44,8,3,0,1,3,0,3,0.69,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,8,5,4,4,0,8,50.0,4,5,2,3,2,10,2,0,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,194,4,35,109,57,4,194,10,3,30.0,4,40.0,134,923,404,11,9,1,11,11,140,25,1227,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,6,392.0,65,62.2,4.4,5,73.0,2,1,25.0,0,1.17,5,11,-6,-1.38,-1.0,5.6,8.6,-3.0,-0.7,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,3,0,0,7,12,0,5,2,5,1,0,0,18,1,7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18.0,2007.0,7,7,467.0,5.2,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.9,13,16,29,0.0,0.17,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,0,10,5,50.0,1.93,0.96,0.0,0.0,18.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,92,116,79.3,1324,242,0,0.1,0.3,-0.1,3,6,3,0,16,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,116,116,0,0,0,0,2,0,0,0,0,0,92,0,7,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,10,1.93,7,0,2,1,0,0,1,0.19,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,7,3,2,3,2,3,66.7,1,9,2,7,1,8,3,1,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,170,3,23,82,70,22,170,13,7,53.8,5,38.5,117,869,385,13,13,4,15,9,127,29,1263,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,7,467.0,67,74.1,5.2,7,67.0,0,0,,0,1.14,4,8,-4,-0.77,-1.32,4.0,7.3,-3.3,-0.64,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,2,0,0,4,9,0,2,1,3,0,0,0,19,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Mert Kömür,de GER,"FW,MF",Augsburg,de Bundesliga,20.0,2005.0,6,5,482.0,5.4,2,2,4,2,0,0,1,0,1.3,1.3,1.1,2.4,17,14,28,0.75,0.44,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,2,13,4,30.8,2.43,0.75,0.15,0.5,16.5,0,0,0,1.3,1.3,0.1,0.7,0.7,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,131,180,72.8,1894,400,2,1.1,1.0,0.9,8,8,5,2,14,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,180,148,32,8,1,0,26,1,16,8,5,0,131,0,4,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,18,3.36,13,3,0,2,0,0,3,0.56,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,3,2,0,3,0,4,50.0,2,7,0,7,3,6,15,0,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,257,10,31,104,130,16,257,14,4,28.6,7,50.0,145,973,477,17,13,3,15,9,163,28,1287,de GER,"FW,MF",de Bundesliga,20-081,2005.0,6,482.0,80,89.3,5.4,5,90.0,5,1,32.0,0,1.0,11,11,0,0.0,3.1,6.1,12.4,-6.3,-1.18,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,1,0,0,12,6,1,26,3,2,0,0,0,19,9,17,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Adrián Liso,es ESP,FW,Getafe,es La Liga,20.0,2005.0,5,5,425.0,4.7,3,0,3,3,0,0,1,0,0.7,0.7,0.0,0.7,4,2,25,0.64,0.15,1162,es ESP,FW,es La Liga,20-187,2005.0,4.7,3,8,4,50.0,1.69,0.85,0.38,0.75,18.5,0,0,0,0.7,0.7,0.09,2.3,2.3,1162,es ESP,FW,es La Liga,20-187,2005.0,4.7,60,81,74.1,755,106,0,0.0,0.1,0.0,0,1,0,0,2,1162,es ESP,FW,es La Liga,20-187,2005.0,4.7,81,71,10,2,0,0,13,1,4,2,0,0,60,0,5,1162,es ESP,FW,es La Liga,20-187,2005.0,4.7,7,1.48,2,3,0,1,1,0,2,0.42,1162,es ESP,FW,es La Liga,20-187,2005.0,4.7,5,5,1,3,1,4,75.0,1,6,1,5,0,5,0,0,1162,es ESP,FW,es La Liga,20-187,2005.0,4.7,134,2,15,54,67,16,134,9,2,22.2,5,55.6,71,334,136,4,4,2,14,9,85,25,1409,es ESP,FW,es La Liga,20-187,2005.0,5,425.0,85,59.0,4.7,5,85.0,2,0,,0,1.8,6,7,-1,-0.21,0.09,3.6,4.3,-0.6,-0.13,1162,es ESP,FW,es La Liga,20-187,2005.0,4.7,1,0,0,10,9,6,13,0,5,0,0,0,17,2,19,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Franco Mastantuono,ar ARG,"FW,DF",Real Madrid,es La Liga,18.0,2007.0,7,5,402.0,4.5,1,0,1,1,0,0,3,0,1.9,1.9,0.6,2.6,6,16,52,0.22,0.57,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,1,16,3,18.8,3.58,0.67,0.06,0.33,17.7,1,0,0,1.9,1.9,0.12,-0.9,-0.9,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,203,236,86.0,2911,572,0,0.6,1.0,-0.6,5,13,8,2,16,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,236,221,15,5,4,3,15,1,9,5,1,0,203,0,5,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,16,3.58,10,2,2,1,1,0,0,0.0,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,11,8,3,4,4,16,43.8,9,7,0,7,0,11,1,1,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,324,1,21,136,171,19,324,32,12,37.5,15,46.9,223,1355,439,6,9,2,17,9,251,52,1561,ar ARG,"FW,DF",es La Liga,18-053,2007.0,7,402.0,57,55.8,4.5,5,69.0,0,2,28.0,1,2.57,11,5,6,1.34,0.21,10.1,5.0,5.1,1.14,1285,ar ARG,"FW,DF",es La Liga,18-053,2007.0,4.5,3,0,0,9,12,0,15,0,8,0,0,0,17,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21.0,2004.0,5,5,366.0,4.1,2,1,3,2,0,0,0,0,0.3,0.3,0.4,0.7,9,13,12,0.74,0.17,1304,be BEL,FW,de Bundesliga,21-263,2004.0,4.1,2,4,2,50.0,0.98,0.49,0.5,1.0,18.1,0,0,0,0.3,0.3,0.08,1.7,1.7,1304,be BEL,FW,de Bundesliga,21-263,2004.0,4.1,116,145,80.0,1553,344,1,0.4,0.4,0.6,3,7,2,1,13,1304,be BEL,FW,de Bundesliga,21-263,2004.0,4.1,145,139,5,2,1,2,2,3,0,0,0,0,116,1,7,1304,be BEL,FW,de Bundesliga,21-263,2004.0,4.1,14,3.43,12,0,0,0,2,0,3,0.74,1304,be BEL,FW,de Bundesliga,21-263,2004.0,4.1,9,5,4,2,3,10,60.0,4,4,1,3,4,13,1,0,1304,be BEL,FW,de Bundesliga,21-263,2004.0,4.1,194,5,45,94,60,10,194,15,5,33.3,9,60.0,118,752,268,9,8,4,9,8,131,12,1586,be BEL,FW,de Bundesliga,21-263,2004.0,5,366.0,73,67.8,4.1,5,73.0,0,0,,0,1.4,6,9,-3,-0.74,0.3,4.8,8.5,-3.7,-0.91,1304,be BEL,FW,de Bundesliga,21-263,2004.0,4.1,0,0,0,2,8,1,2,4,5,2,0,0,20,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,21.0,2004.0,7,7,591.0,6.6,1,2,3,1,0,0,0,0,1.6,1.6,2.0,3.6,37,7,59,0.46,0.55,1360,gm GAM,FW,eng Premier League,21-076,2004.0,6.6,1,11,3,27.3,1.68,0.46,0.09,0.33,13.7,0,0,0,1.6,1.6,0.15,-0.6,-0.6,1360,gm GAM,FW,eng Premier League,21-076,2004.0,6.6,96,170,56.5,1492,497,2,2.0,1.2,0.0,12,6,6,5,7,1360,gm GAM,FW,eng Premier League,21-076,2004.0,6.6,170,156,11,0,0,2,25,5,6,3,0,0,96,3,7,1360,gm GAM,FW,eng Premier League,21-076,2004.0,6.6,24,3.65,14,1,5,2,1,1,3,0.46,1360,gm GAM,FW,eng Premier League,21-076,2004.0,6.6,12,10,4,5,3,13,46.2,7,8,0,8,6,18,4,0,1360,gm GAM,FW,eng Premier League,21-076,2004.0,6.6,258,4,33,86,149,41,258,33,19,57.6,12,36.4,168,1463,878,37,13,22,17,8,167,59,1653,gm GAM,FW,eng Premier League,21-076,2004.0,7,591.0,84,93.8,6.6,7,84.0,4,0,,0,1.29,10,8,2,0.3,4.92,10.4,8.7,1.7,0.26,1360,gm GAM,FW,eng Premier League,21-076,2004.0,6.6,0,0,0,6,8,3,25,6,10,0,0,0,29,7,6,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Diego Moreira,be BEL,"DF,FW",Strasbourg,fr Ligue 1,21.0,2004.0,6,5,442.0,4.9,0,1,1,0,0,0,1,0,0.2,0.2,1.7,1.9,16,25,37,0.2,0.38,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,0,4,1,25.0,0.81,0.2,0.0,0.0,20.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,161,212,75.9,2536,823,1,1.7,0.9,-0.7,12,9,12,4,25,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,212,197,15,2,0,0,21,13,0,0,0,0,161,0,6,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,15,3.05,13,0,2,0,0,0,2,0.41,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,12,7,5,2,5,14,64.3,5,6,1,5,1,13,11,0,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,274,16,59,114,104,10,274,19,6,31.6,13,68.4,153,863,455,16,9,4,8,5,193,37,1686,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,6,442.0,74,70.2,4.9,5,83.0,2,1,27.0,0,2.0,9,5,4,0.81,-0.62,9.6,5.4,4.2,0.86,1382,be BEL,"DF,FW",fr Ligue 1,21-061,2004.0,4.9,1,0,0,2,4,1,21,1,7,0,0,0,17,4,5,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,21.0,2004.0,6,6,540.0,6.0,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,12,9,11,0.17,0.09,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,0,1,0,0.0,0.17,0.0,0.0,,5.0,0,0,0,0.2,0.2,0.19,-0.2,-0.2,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,223,281,79.4,3803,1485,1,0.3,0.6,0.7,3,13,2,1,9,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,281,222,59,13,0,0,12,46,0,0,0,0,223,0,5,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,12,2.0,8,0,3,1,0,0,3,0.5,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,13,9,9,3,1,9,88.9,1,7,2,5,2,15,13,0,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,338,18,125,147,74,8,338,16,11,68.8,3,18.8,168,991,447,12,6,4,10,4,185,11,1808,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6,540.0,90,100.0,6.0,6,90.0,6,0,,0,0.33,3,9,-6,-1.0,,5.8,7.1,-1.4,-0.23,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,2,0,0,10,2,0,12,2,9,0,0,0,15,5,2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Prosper Peter,ng NGA,FW,Angers,fr Ligue 1,18.0,2007.0,6,5,435.0,4.8,1,0,1,1,0,0,0,0,1.9,1.9,0.2,2.1,5,9,21,0.21,0.44,1600,ng NGA,FW,fr Ligue 1,18-058,2007.0,4.8,1,9,6,66.7,1.86,1.24,0.11,0.17,10.7,0,0,0,1.9,1.9,0.21,-0.9,-0.9,1600,ng NGA,FW,fr Ligue 1,18-058,2007.0,4.8,48,63,76.2,680,160,0,0.2,0.3,-0.2,3,6,2,0,9,1600,ng NGA,FW,fr Ligue 1,18-058,2007.0,4.8,63,50,13,0,1,0,0,0,0,0,0,0,48,0,1,1600,ng NGA,FW,fr Ligue 1,18-058,2007.0,4.8,8,1.66,6,0,0,1,1,0,0,0.0,1600,ng NGA,FW,fr Ligue 1,18-058,2007.0,4.8,3,1,1,1,1,0,,0,4,0,4,0,3,3,0,1600,ng NGA,FW,fr Ligue 1,18-058,2007.0,4.8,125,4,10,67,49,24,125,10,2,20.0,7,70.0,57,295,139,5,4,4,21,3,74,21,1968,ng NGA,FW,fr Ligue 1,18-058,2007.0,6,435.0,73,69.0,4.8,5,86.0,4,1,6.0,1,0.83,2,10,-8,-1.66,-1.66,5.5,10.8,-5.3,-1.09,1600,ng NGA,FW,fr Ligue 1,18-058,2007.0,4.8,0,0,0,6,10,9,0,0,1,0,0,0,8,9,14,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Joel Roca,es ESP,"FW,MF",Girona,es La Liga,20.0,2005.0,5,5,367.0,4.1,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,14,7,32,0.25,0.15,1703,es ESP,"FW,MF",es La Liga,20-121,2005.0,4.1,1,10,2,20.0,2.45,0.49,0.1,0.5,20.2,0,0,0,0.5,0.5,0.05,0.5,0.5,1703,es ESP,"FW,MF",es La Liga,20-121,2005.0,4.1,76,100,76.0,1151,156,0,0.1,0.2,-0.1,2,3,5,0,7,1703,es ESP,"FW,MF",es La Liga,20-121,2005.0,4.1,100,93,7,1,0,1,8,5,0,0,0,0,76,0,7,1703,es ESP,"FW,MF",es La Liga,20-121,2005.0,4.1,7,1.72,5,0,1,1,0,0,0,0.0,1703,es ESP,"FW,MF",es La Liga,20-121,2005.0,4.1,5,4,3,2,0,8,50.0,4,1,1,0,0,5,4,0,1703,es ESP,"FW,MF",es La Liga,20-121,2005.0,4.1,173,6,21,73,86,16,173,35,12,34.3,21,60.0,129,1189,516,14,10,3,15,12,121,32,2104,es ESP,"FW,MF",es La Liga,20-121,2005.0,5,367.0,73,51.0,4.1,5,73.0,3,0,,0,0.2,2,12,-10,-2.45,-1.94,3.2,8.2,-5.0,-1.24,1703,es ESP,"FW,MF",es La Liga,20-121,2005.0,4.1,0,0,0,5,9,1,8,0,4,0,0,0,18,3,4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Álvaro Rodríguez,uy URU,FW,Elche,es La Liga,21.0,2004.0,7,5,437.0,4.9,0,2,2,0,0,0,0,0,1.4,1.4,0.8,2.2,5,6,28,0.41,0.46,1707,uy URU,FW,es La Liga,21-084,2004.0,4.9,0,12,5,41.7,2.47,1.03,0.0,0.0,10.7,0,0,0,1.4,1.4,0.11,-1.4,-1.4,1707,uy URU,FW,es La Liga,21-084,2004.0,4.9,76,108,70.4,1023,222,2,0.8,0.2,1.2,5,5,2,0,6,1707,uy URU,FW,es La Liga,21-084,2004.0,4.9,108,105,2,0,0,2,1,0,0,0,0,0,76,1,1,1707,uy URU,FW,es La Liga,21-084,2004.0,4.9,10,2.07,6,0,2,2,0,0,3,0.62,1707,uy URU,FW,es La Liga,21-084,2004.0,4.9,1,1,0,1,0,3,33.3,2,3,0,3,0,1,8,0,1707,uy URU,FW,es La Liga,21-084,2004.0,4.9,167,8,15,76,80,18,167,21,11,52.4,10,47.6,98,497,174,5,9,3,13,9,136,28,2111,uy URU,FW,es La Liga,21-084,2004.0,7,437.0,62,60.7,4.9,5,80.0,2,2,19.0,0,1.43,5,6,-1,-0.21,-1.16,3.8,6.8,-3.0,-0.62,1707,uy URU,FW,es La Liga,21-084,2004.0,4.9,0,0,0,6,8,2,1,0,1,0,0,0,6,17,20,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Jesus Rodríguez,es ESP,FW,Como,it Serie A,19.0,2005.0,5,4,389.0,4.3,0,1,1,0,0,0,0,1,0.8,0.8,0.8,1.6,29,15,30,0.23,0.38,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,0,10,2,20.0,2.31,0.46,0.0,0.0,17.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,90,118,76.3,1262,427,1,0.8,0.7,0.2,9,7,4,0,15,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,118,115,3,0,2,1,4,1,2,0,1,0,90,0,8,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,18,4.16,13,1,2,1,1,0,2,0.46,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,3,1,1,1,1,3,33.3,2,1,0,1,1,4,3,0,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,183,2,14,74,99,23,183,26,9,34.6,16,61.5,118,1053,591,29,17,16,14,13,137,30,2116,es ESP,FW,it Serie A,19-319,2005.0,5,389.0,78,72.0,4.3,4,86.0,1,1,45.0,0,1.6,6,2,4,0.93,2.12,5.8,3.3,2.5,0.57,1712,es ESP,FW,it Serie A,19-319,2005.0,4.3,0,1,0,3,7,0,4,1,1,0,0,0,19,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Chemsdine Talbi,ma MAR,FW,Sunderland,eng Premier League,20.0,2005.0,7,6,501.0,5.6,0,1,1,0,0,0,0,0,0.9,0.9,0.3,1.1,10,4,33,0.18,0.2,1947,ma MAR,FW,eng Premier League,20-150,2005.0,5.6,0,8,1,12.5,1.44,0.18,0.0,0.0,14.9,0,0,0,0.9,0.9,0.11,-0.9,-0.9,1947,ma MAR,FW,eng Premier League,20-150,2005.0,5.6,116,149,77.9,1816,267,1,0.3,0.3,0.7,5,2,3,2,4,1947,ma MAR,FW,eng Premier League,20-150,2005.0,5.6,149,143,6,0,0,0,20,6,0,0,0,0,116,0,5,1947,ma MAR,FW,eng Premier League,20-150,2005.0,5.6,11,1.98,8,0,0,3,0,0,2,0.36,1947,ma MAR,FW,eng Premier League,20-150,2005.0,5.6,5,2,3,0,2,7,28.6,5,4,0,4,0,5,9,0,1947,ma MAR,FW,eng Premier League,20-150,2005.0,5.6,193,9,32,73,93,15,193,3,1,33.3,2,66.7,120,670,351,10,7,0,10,3,133,33,2409,ma MAR,FW,eng Premier League,20-150,2005.0,7,501.0,72,79.5,5.6,6,78.0,1,1,33.0,0,1.57,5,2,3,0.54,1.93,4.3,6.0,-1.7,-0.31,1947,ma MAR,FW,eng Premier League,20-150,2005.0,5.6,0,0,0,1,0,0,20,0,2,0,0,0,17,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
