Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
835,Arda Güler,tr TUR,"MF,FW",Real Madrid,es La Liga,20.0,2005.0,8,7,561.0,6.2,3,3,6,3,0,0,1,0,2.3,2.3,2.6,4.9,12,47,32,0.96,0.78,835,tr TUR,"MF,FW",es La Liga,20-223,2005.0,6.2,3,14,6,42.9,2.25,0.96,0.21,0.5,16.6,1,0,0,2.3,2.3,0.16,0.7,0.7,835,tr TUR,"MF,FW",es La Liga,20-223,2005.0,6.2,344,391,88.0,5551,1329,3,2.6,2.0,0.4,22,36,12,1,47,835,tr TUR,"MF,FW",es La Liga,20-223,2005.0,6.2,391,361,29,13,5,3,21,0,16,4,6,0,344,1,6,835,tr TUR,"MF,FW",es La Liga,20-223,2005.0,6.2,36,5.78,26,7,1,1,0,1,5,0.8,835,tr TUR,"MF,FW",es La Liga,20-223,2005.0,6.2,13,9,1,9,3,6,50.0,3,2,0,2,2,15,3,1,835,tr TUR,"MF,FW",es La Liga,20-223,2005.0,6.2,459,6,33,202,229,22,459,11,5,45.5,4,36.4,289,1322,628,12,14,3,11,2,350,32,1013,tr TUR,"MF,FW",es La Liga,20-223,2005.0,8,561.0,70,77.9,6.2,7,76.0,1,1,30.0,0,2.63,13,6,7,1.12,-0.58,13.8,7.3,6.4,1.03,835,tr TUR,"MF,FW",es La Liga,20-223,2005.0,6.2,1,0,0,10,7,0,21,2,9,0,1,0,29,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Arijon Ibrahimović,de GER,"MF,FW",Heidenheim,de Bundesliga,19.0,2005.0,6,6,460.0,5.1,0,0,0,0,0,0,1,0,1.3,1.3,0.3,1.6,6,15,18,0.0,0.31,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,0,6,3,50.0,1.17,0.59,0.0,0.0,17.3,0,0,0,1.3,1.3,0.22,-1.3,-1.3,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,123,183,67.2,2333,628,0,0.3,0.4,-0.3,7,9,5,0,15,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,183,151,31,8,1,2,12,6,10,5,3,0,123,1,1,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,16,3.13,8,5,1,1,1,0,0,0.0,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,6,1,3,3,0,11,45.5,6,7,0,7,4,10,7,0,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,243,5,49,109,89,11,243,10,2,20.0,7,70.0,109,684,248,6,6,2,13,4,138,18,1110,de GER,"MF,FW",de Bundesliga,19-299,2005.0,6,460.0,77,85.2,5.1,6,77.0,0,0,,0,0.5,3,8,-5,-0.98,1.27,5.1,8.5,-3.4,-0.67,920,de GER,"MF,FW",de Bundesliga,19-299,2005.0,5.1,1,0,0,2,2,1,12,4,1,0,0,0,22,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Mikel Jauregizar,es ESP,MF,Athletic Club,es La Liga,21.0,2003.0,8,8,710.0,7.9,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,8,55,12,0.13,0.12,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,1,11,3,27.3,1.39,0.38,0.09,0.33,23.3,0,0,0,0.5,0.5,0.04,0.5,0.5,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,332,414,80.2,5647,1599,0,0.4,0.7,-0.4,7,48,9,0,55,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,414,387,26,17,2,2,22,0,9,4,0,1,332,1,6,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,22,2.79,18,0,1,0,2,1,1,0.13,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,12,9,3,8,1,25,36.0,16,6,0,6,14,26,5,2,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,483,9,64,299,126,6,483,8,2,25.0,5,62.5,221,1078,541,8,12,1,7,6,301,12,1157,es ESP,MF,es La Liga,21-328,2003.0,8,710.0,89,98.6,7.9,8,89.0,7,0,,0,1.63,9,8,1,0.13,9.13,11.8,5.0,6.8,0.86,960,es ESP,MF,es La Liga,21-328,2003.0,7.9,0,0,0,8,5,0,22,14,9,0,0,0,50,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Mateo Joseph,es ESP,"FW,MF",Mallorca,es La Liga,21.0,2003.0,7,4,399.0,4.4,0,1,1,0,0,0,0,0,1.4,1.4,0.1,1.5,8,4,21,0.23,0.34,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,0,10,3,30.0,2.26,0.68,0.0,0.0,14.2,0,0,0,1.4,1.4,0.14,-1.4,-1.4,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,49,63,77.8,653,123,1,0.1,0.1,0.9,3,1,1,0,4,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,63,62,1,1,0,0,2,0,0,0,0,0,49,0,1,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,10,2.26,6,0,1,1,2,0,2,0.45,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,3,2,1,2,0,4,50.0,2,5,2,3,2,5,2,0,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,122,2,17,53,54,14,122,11,4,36.4,5,45.5,77,454,194,8,5,5,17,6,83,21,1184,es ESP,"FW,MF",es La Liga,21-352,2003.0,7,399.0,57,55.4,4.4,4,77.0,1,3,31.0,1,0.57,3,8,-5,-1.13,-0.85,3.7,7.7,-4.0,-0.91,983,es ESP,"FW,MF",es La Liga,21-352,2003.0,4.4,0,0,0,3,9,1,2,2,2,1,0,0,8,2,13,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Dermane Karim,tg TOG,"MF,FW",Lorient,fr Ligue 1,21.0,2003.0,6,5,392.0,4.4,0,1,1,0,0,0,3,0,0.3,0.3,1.2,1.5,11,18,25,0.23,0.33,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,0,3,0,0.0,0.69,0.0,0.0,,17.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,120,150,80.0,2056,553,1,1.2,0.3,-0.2,4,16,1,0,18,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,150,142,6,4,1,0,5,1,1,0,0,0,120,2,5,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,15,3.44,8,3,0,1,3,0,3,0.69,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,8,5,4,4,0,8,50.0,4,5,2,3,2,10,2,0,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,194,4,35,109,57,4,194,10,3,30.0,4,40.0,134,923,404,11,9,1,11,11,140,25,1227,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,6,392.0,65,62.2,4.4,5,73.0,2,1,25.0,0,1.17,5,11,-6,-1.38,-1.0,5.6,8.6,-3.0,-0.7,1019,tg TOG,"MF,FW",fr Ligue 1,21-303,2003.0,4.4,3,0,0,7,12,0,5,2,5,1,0,0,18,1,7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Joshua King,eng ENG,"MF,FW",Fulham,eng Premier League,18.0,2007.0,7,7,467.0,5.2,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.9,13,16,29,0.0,0.17,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,0,10,5,50.0,1.93,0.96,0.0,0.0,18.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,92,116,79.3,1324,242,0,0.1,0.3,-0.1,3,6,3,0,16,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,116,116,0,0,0,0,2,0,0,0,0,0,92,0,7,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,10,1.93,7,0,2,1,0,0,1,0.19,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,7,3,2,3,2,3,66.7,1,9,2,7,1,8,3,1,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,170,3,23,82,70,22,170,13,7,53.8,5,38.5,117,869,385,13,13,4,15,9,127,29,1263,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,7,467.0,67,74.1,5.2,7,67.0,0,0,,0,1.14,4,8,-4,-0.77,-1.32,4.0,7.3,-3.3,-0.64,1050,eng ENG,"MF,FW",eng Premier League,18-276,2007.0,5.2,2,0,0,4,9,0,2,1,3,0,0,0,19,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Mert Kömür,de GER,"FW,MF",Augsburg,de Bundesliga,20.0,2005.0,6,5,482.0,5.4,2,2,4,2,0,0,1,0,1.3,1.3,1.1,2.4,17,14,28,0.75,0.44,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,2,13,4,30.8,2.43,0.75,0.15,0.5,16.5,0,0,0,1.3,1.3,0.1,0.7,0.7,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,131,180,72.8,1894,400,2,1.1,1.0,0.9,8,8,5,2,14,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,180,148,32,8,1,0,26,1,16,8,5,0,131,0,4,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,18,3.36,13,3,0,2,0,0,3,0.56,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,3,2,0,3,0,4,50.0,2,7,0,7,3,6,15,0,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,257,10,31,104,130,16,257,14,4,28.6,7,50.0,145,973,477,17,13,3,15,9,163,28,1287,de GER,"FW,MF",de Bundesliga,20-081,2005.0,6,482.0,80,89.3,5.4,5,90.0,5,1,32.0,0,1.0,11,11,0,0.0,3.1,6.1,12.4,-6.3,-1.18,1066,de GER,"FW,MF",de Bundesliga,20-081,2005.0,5.4,1,0,0,12,6,1,26,3,2,0,0,0,19,9,17,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Arsène Kouassi,bf BFA,"DF,MF",Lorient,fr Ligue 1,21.0,2004.0,7,6,560.0,6.2,0,1,1,0,0,0,2,0,0.0,0.0,0.7,0.8,25,24,38,0.16,0.12,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,0,1,0,0.0,0.16,0.0,0.0,,21.9,1,0,0,0.0,0.0,0.05,0.0,0.0,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,210,265,79.2,3571,1190,1,0.7,0.8,0.3,7,14,5,3,24,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,265,214,50,7,0,0,34,34,9,3,5,0,210,1,6,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,15,2.41,8,5,0,1,1,0,2,0.32,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,6,5,5,1,0,2,100.0,0,2,0,2,4,10,13,0,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,314,8,91,122,109,10,314,25,13,52.0,8,32.0,193,1336,837,25,11,4,2,3,188,38,1303,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,7,560.0,80,88.9,6.2,6,81.0,2,1,77.0,0,1.0,9,12,-3,-0.48,4.66,7.7,9.1,-1.4,-0.22,1078,bf BFA,"DF,MF",fr Ligue 1,21-025,2004.0,6.2,2,0,0,4,10,2,34,4,5,0,0,0,28,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19.0,2006.0,7,5,476.0,5.3,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5,18,13,0.19,0.06,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,1,3,1,33.3,0.57,0.19,0.33,1.0,17.7,0,0,0,0.2,0.2,0.06,0.8,0.8,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,142,187,75.9,2574,1029,0,0.1,0.5,-0.1,4,15,5,3,18,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,187,154,33,7,0,0,13,22,4,2,0,0,142,0,5,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,12,2.27,10,1,0,1,0,0,0,0.0,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,11,7,8,3,0,11,72.7,3,9,1,8,3,14,11,0,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,236,8,77,119,41,7,236,8,3,37.5,5,62.5,125,496,225,5,1,1,6,3,136,13,1393,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,7,476.0,68,75.6,5.3,5,85.0,2,2,26.0,0,0.86,3,5,-2,-0.38,-0.38,3.3,7.4,-4.1,-0.78,1150,fr FRA,"MF,DF",fr Ligue 1,19-256,2006.0,5.3,1,0,0,3,3,0,13,3,7,0,0,0,14,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Mario Martín,es ESP,MF,Getafe,es La Liga,21.0,2004.0,8,8,511.0,5.7,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.6,9,13,12,0.18,0.1,1271,es ESP,MF,es La Liga,21-215,2004.0,5.7,1,7,1,14.3,1.23,0.18,0.14,1.0,22.2,0,0,0,0.5,0.5,0.07,0.5,0.5,1271,es ESP,MF,es La Liga,21-215,2004.0,5.7,117,152,77.0,2043,326,0,0.1,0.1,-0.1,1,13,1,0,13,1271,es ESP,MF,es La Liga,21-215,2004.0,5.7,152,147,2,2,0,1,2,0,0,0,0,0,117,3,7,1271,es ESP,MF,es La Liga,21-215,2004.0,5.7,3,0.53,3,0,0,0,0,0,0,0.0,1271,es ESP,MF,es La Liga,21-215,2004.0,5.7,14,10,6,7,1,12,66.7,4,8,1,7,2,16,8,0,1271,es ESP,MF,es La Liga,21-215,2004.0,5.7,224,17,49,117,62,11,224,10,6,60.0,3,30.0,109,671,278,9,6,2,13,6,139,12,1544,es ESP,MF,es La Liga,21-215,2004.0,8,511.0,64,71.0,5.7,8,64.0,2,0,,0,1.38,7,7,0,0.0,0.86,3.7,4.5,-0.8,-0.14,1271,es ESP,MF,es La Liga,21-215,2004.0,5.7,3,0,0,22,4,0,2,2,10,0,0,0,17,10,21,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Dayann Methalie,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19.0,2006.0,7,5,444.0,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,11,4,17,0.0,0.11,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,0,4,3,75.0,0.81,0.61,0.0,0.0,19.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,92,125,73.6,1631,406,0,0.2,0.2,-0.2,2,4,1,1,4,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,125,103,21,2,0,0,7,19,0,0,0,0,92,1,4,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,4,0.81,4,0,0,0,0,0,0,0.0,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,18,11,12,3,3,9,100.0,0,6,1,5,7,25,17,0,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,217,14,81,85,57,12,217,16,6,37.5,10,62.5,90,612,326,11,8,5,17,3,90,17,1629,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,7,444.0,63,70.5,4.9,5,77.0,0,2,30.0,0,1.43,6,7,-1,-0.2,-0.2,5.9,6.0,-0.1,-0.03,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,2,0,0,17,5,0,7,7,11,0,0,0,24,2,6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Abdoul Ouattara,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19.0,2005.0,7,5,459.0,5.1,2,0,2,2,0,0,1,0,1.1,1.1,1.2,2.3,10,22,37,0.39,0.45,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,2,6,4,66.7,1.18,0.78,0.33,0.5,17.4,0,0,0,1.1,1.1,0.18,0.9,0.9,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,198,230,86.1,3072,533,0,1.2,0.5,-1.2,2,11,5,1,22,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,230,208,21,1,1,0,6,17,0,0,0,0,198,1,2,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,10,1.96,8,0,1,1,0,0,1,0.2,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,4,2,3,1,0,3,0.0,3,4,0,4,5,9,9,0,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,279,9,51,148,81,9,279,8,2,25.0,6,75.0,158,683,322,10,5,1,6,4,193,37,1879,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,7,459.0,66,72.9,5.1,5,74.0,3,2,45.0,0,2.14,11,5,6,1.18,0.65,10.7,5.0,5.7,1.12,1534,fr FRA,"DF,MF",fr Ligue 1,19-349,2005.0,5.1,1,0,0,7,1,0,6,5,2,0,0,0,16,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Nico O’Reilly,eng ENG,"DF,MF",Manchester City,eng Premier League,20.0,2005.0,6,4,392.0,4.4,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,11,9,15,0.0,0.08,1545,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,4.4,0,3,0,0.0,0.69,0.0,0.0,,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1545,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,4.4,222,265,83.8,2658,851,0,0.2,0.2,-0.2,4,7,4,2,9,1545,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,4.4,265,215,48,4,0,0,3,44,0,0,0,0,222,2,7,1545,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,4.4,8,1.84,6,0,0,2,0,0,0,0.0,1545,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,4.4,17,7,9,6,2,15,73.3,4,6,3,3,4,21,11,0,1545,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,4.4,321,17,87,159,78,7,321,8,3,37.5,5,62.5,160,797,464,11,12,1,8,7,200,15,1891,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,6,392.0,65,62.2,4.4,4,87.0,2,2,22.0,1,2.17,9,2,7,1.61,0.85,6.0,4.4,1.6,0.36,1545,eng ENG,"DF,MF",eng Premier League,20-199,2005.0,4.4,2,0,0,4,0,0,3,4,7,0,0,0,20,7,12,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Nicolás Paz,ar ARG,MF,Como,it Serie A,21.0,2004.0,6,6,527.0,5.9,3,3,6,3,0,0,1,0,1.2,1.2,2.3,3.5,12,41,22,1.02,0.59,1576,ar ARG,MF,it Serie A,21-028,2004.0,5.9,3,20,9,45.0,3.42,1.54,0.15,0.33,23.5,2,0,0,1.2,1.2,0.06,1.8,1.8,1576,ar ARG,MF,it Serie A,21-028,2004.0,5.9,202,264,76.5,3012,1045,3,2.3,0.9,0.7,21,26,10,0,41,1576,ar ARG,MF,it Serie A,21-028,2004.0,5.9,264,244,20,9,3,1,16,1,9,5,3,0,202,0,4,1576,ar ARG,MF,it Serie A,21-028,2004.0,5.9,40,6.83,29,4,4,1,1,1,6,1.02,1576,ar ARG,MF,it Serie A,21-028,2004.0,5.9,18,10,5,8,5,11,45.5,6,6,1,5,5,23,6,0,1576,ar ARG,MF,it Serie A,21-028,2004.0,5.9,359,5,50,191,123,13,359,24,9,37.5,13,54.2,196,1041,484,12,9,4,17,12,258,22,1930,ar ARG,MF,it Serie A,21-028,2004.0,6,527.0,88,97.6,5.9,6,88.0,4,0,,0,1.5,7,5,2,0.34,0.34,7.6,5.7,2.0,0.33,1576,ar ARG,MF,it Serie A,21-028,2004.0,5.9,1,0,0,17,13,0,16,5,10,0,0,0,23,6,4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21.0,2003.0,6,5,410.0,4.6,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,1,8,1,0.0,0.13,1633,it ITA,MF,it Serie A,21-282,2003.0,4.6,0,5,0,0.0,1.1,0.0,0.0,,21.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,1633,it ITA,MF,it Serie A,21-282,2003.0,4.6,141,167,84.4,2689,675,0,0.3,0.2,-0.3,3,10,1,1,8,1633,it ITA,MF,it Serie A,21-282,2003.0,4.6,167,151,16,6,0,3,7,0,6,0,6,0,141,0,1,1633,it ITA,MF,it Serie A,21-282,2003.0,4.6,11,2.41,7,2,0,2,0,0,1,0.22,1633,it ITA,MF,it Serie A,21-282,2003.0,4.6,6,4,4,2,0,3,33.3,2,3,2,1,5,11,16,0,1633,it ITA,MF,it Serie A,21-282,2003.0,4.6,212,11,69,113,31,2,212,1,1,100.0,0,0.0,90,275,102,1,2,0,3,0,120,1,2015,it ITA,MF,it Serie A,21-282,2003.0,6,410.0,68,75.9,4.6,5,73.0,2,1,47.0,0,1.33,4,3,1,0.22,0.91,4.2,8.1,-3.9,-0.85,1633,it ITA,MF,it Serie A,21-282,2003.0,4.6,1,0,0,6,2,0,7,5,4,0,0,0,14,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
