Rk,Player,Nation,Pos,Squad,Comp,Age_x,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Age_y,Club,PrimaryPosition,SecondaryPosition,ThirdPosition,Height_cm,Nationality,Tkl_Score,PrgC_Score,PrgP_Score,Ast_Score,xAG_Score,Succ_Score,RB_Score
1553,Marco Palestra,it ITA,DF,Cagliari,it Serie A,20.0,2005.0,5,4,388.0,4.3,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,22,3,15,0.23,0.23,1553,it ITA,DF,it Serie A,20-217,2005.0,4.3,0,1,1,100.0,0.23,0.23,0.0,0.0,18.4,0,0,0,0.0,0.0,0.04,0.0,0.0,1553,it ITA,DF,it Serie A,20-217,2005.0,4.3,104,142,73.2,1566,550,1,1.0,0.5,0.0,5,5,1,1,3,1553,it ITA,DF,it Serie A,20-217,2005.0,4.3,142,113,29,2,0,1,15,27,0,0,0,0,104,0,5,1553,it ITA,DF,it Serie A,20-217,2005.0,4.3,10,2.32,8,0,2,0,0,0,1,0.23,1553,it ITA,DF,it Serie A,20-217,2005.0,4.3,4,3,2,2,0,4,75.0,1,2,1,1,3,7,8,1,1553,it ITA,DF,it Serie A,20-217,2005.0,4.3,174,9,57,68,50,8,174,10,5,50.0,4,40.0,99,774,493,22,7,5,4,0,109,15,1904,it ITA,DF,it Serie A,20-217,2005.0,5,388.0,78,71.9,4.3,4,88.0,3,1,36.0,0,1.4,4,4,0,0.0,0.0,4.1,8.2,-4.1,-0.95,1553,it ITA,DF,it Serie A,20-217,2005.0,4.3,0,0,0,3,9,0,15,3,3,0,0,0,9,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Atalanta,RWB,RB,-,183,Italy,0.0,100.0,0.0,100.0,100.0,63.42494714587738,56.34249471458774
427,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21.0,2004.0,5,5,415.0,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,14,28,6,0.0,0.0,427,de GER,DF,de Bundesliga,21-269,2004.0,4.6,0,1,0,0.0,0.22,0.0,0.0,,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0,427,de GER,DF,de Bundesliga,21-269,2004.0,4.6,248,295,84.1,4452,1372,0,0.0,0.1,0.0,0,25,0,0,28,427,de GER,DF,de Bundesliga,21-269,2004.0,4.6,295,265,29,7,0,0,1,22,0,0,0,0,248,1,7,427,de GER,DF,de Bundesliga,21-269,2004.0,4.6,3,0.65,3,0,0,0,0,0,1,0.22,427,de GER,DF,de Bundesliga,21-269,2004.0,4.6,15,9,5,5,5,12,66.7,4,7,0,7,6,21,17,1,427,de GER,DF,de Bundesliga,21-269,2004.0,4.6,362,15,117,200,46,1,362,10,3,30.0,7,70.0,206,1083,656,14,4,1,6,1,239,6,519,de GER,DF,de Bundesliga,21-269,2004.0,5,415.0,83,76.9,4.6,5,83.0,3,0,,1,1.8,17,9,8,1.73,6.77,9.4,5.5,3.9,0.84,427,de GER,DF,de Bundesliga,21-269,2004.0,4.6,1,0,0,5,2,0,1,6,9,0,0,0,10,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Eintracht Frankfurt,CB,RB,-,191,Germany,84.95938017150596,53.71126591400432,100.0,0.0,0.0,35.573122529644266,51.29144147006649
1485,Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,21.0,2004.0,6,6,540.0,6.0,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,12,9,11,0.17,0.09,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,0,1,0,0.0,0.17,0.0,0.0,,5.0,0,0,0,0.2,0.2,0.19,-0.2,-0.2,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,223,281,79.4,3803,1485,1,0.3,0.6,0.7,3,13,2,1,9,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,281,222,59,13,0,0,12,46,0,0,0,0,223,0,5,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,12,2.0,8,0,3,1,0,0,3,0.5,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,13,9,9,3,1,9,88.9,1,7,2,5,2,15,13,0,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,338,18,125,147,74,8,338,16,11,68.8,3,18.8,168,991,447,12,6,4,10,4,185,11,1808,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6,540.0,90,100.0,6.0,6,90.0,6,0,,0,0.33,3,9,-6,-1.0,,5.8,7.1,-1.4,-0.23,1485,eng ENG,"DF,FW",it Serie A,21-267,2004.0,6.0,2,0,0,10,2,0,12,2,9,0,0,0,15,5,2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Genoa,RB,RWB,-,180,England,45.07208765859285,30.408839779005525,14.887429643527202,71.66666666666667,21.5,100.0,42.04867141622511
1592,Kojo Peprah Oppong,gh GHA,DF,Nice,fr Ligue 1,21.0,2004.0,7,6,592.0,6.6,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.6,13,39,4,0.15,0.09,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,1,3,2,66.7,0.46,0.3,0.33,0.5,22.1,0,0,0,0.3,0.3,0.11,0.7,0.7,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,352,390,90.3,5420,1793,0,0.3,0.3,-0.3,6,40,3,1,39,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,390,375,15,9,0,4,5,1,0,0,0,0,352,0,4,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,12,1.82,12,0,0,0,0,0,0,0.0,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,14,11,7,4,3,7,57.1,3,5,4,1,8,22,26,0,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,456,37,139,264,56,5,456,8,6,75.0,1,12.5,319,1805,1071,13,9,1,1,3,335,4,1951,gh GHA,DF,fr Ligue 1,21-124,2004.0,7,592.0,85,94.0,6.6,6,90.0,5,1,53.0,0,1.14,8,12,-4,-0.61,-2.98,9.0,11.8,-2.8,-0.43,1592,gh GHA,DF,fr Ligue 1,21-124,2004.0,6.6,1,0,0,8,9,1,5,8,11,0,0,0,17,10,11,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,IFK Norrköping,CB,RB,-,183,Sweden,43.415120058718685,29.732127908923488,96.69964182159305,0.0,19.545454545454547,49.58677685950414,41.85987382561564
1339,Dayann Methalie,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19.0,2006.0,7,5,444.0,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,11,4,17,0.0,0.11,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,0,4,3,75.0,0.81,0.61,0.0,0.0,19.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,92,125,73.6,1631,406,0,0.2,0.2,-0.2,2,4,1,1,4,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,125,103,21,2,0,0,7,19,0,0,0,0,92,1,4,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,4,0.81,4,0,0,0,0,0,0,0.0,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,18,11,12,3,3,9,100.0,0,6,1,5,7,25,17,0,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,217,14,81,85,57,12,217,16,6,37.5,10,62.5,90,612,326,11,8,5,17,3,90,17,1629,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,7,444.0,63,70.5,4.9,5,77.0,0,2,30.0,0,1.43,6,7,-1,-0.2,-0.2,5.9,6.0,-0.1,-0.03,1339,fr FRA,"MF,DF",fr Ligue 1,19-233,2006.0,4.9,2,0,0,17,5,0,7,7,11,0,0,0,24,2,6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Toulouse,CB,RB,-,184,France,100.0,35.87777652497463,2.201631121491747,0.0,17.551020408163264,66.79035250463821,36.92756984098158
1027,Michael Kayode,it ITA,DF,Brentford,eng Premier League,21.0,2004.0,7,7,616.0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,11,14,27,0.0,0.05,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,0,1,0,0.0,0.15,0.0,0.0,,12.6,0,0,0,0.0,0.0,0.02,0.0,0.0,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,189,261,72.4,3056,852,0,0.4,0.2,-0.4,4,9,1,0,14,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,261,189,72,2,0,0,8,70,0,0,0,0,189,0,7,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,5,0.73,1,4,0,0,0,0,0,0.0,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,14,6,8,6,0,11,81.8,2,9,5,4,7,21,21,0,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,345,30,121,134,96,4,345,23,12,52.2,8,34.8,141,966,527,11,10,1,7,8,155,27,1237,it ITA,DF,eng Premier League,21-088,2004.0,7,616.0,88,97.8,6.8,7,88.0,5,0,,0,1.0,8,11,-3,-0.44,-0.44,7.7,9.4,-1.7,-0.25,1027,it ITA,DF,eng Premier League,21-088,2004.0,6.8,0,0,0,7,5,0,8,7,6,0,0,0,28,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Fiorentina,RB,RWB,-,179,Italy,41.14085080398943,21.870328241793953,25.256594194901233,0.0,25.29411764705883,96.2566844919786,31.07334074439361
1328,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21.0,2004.0,5,5,426.0,4.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,22,4,0.0,0.05,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,0,3,1,33.3,0.63,0.21,0.0,0.0,23.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,252,305,82.6,3964,1333,0,0.0,0.2,0.0,0,21,0,0,22,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,305,274,31,21,1,4,7,8,0,0,0,0,252,0,5,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,4,0.85,3,0,0,1,0,0,1,0.21,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,13,9,7,4,2,10,20.0,8,6,2,4,2,15,36,2,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,367,43,151,188,30,1,367,2,1,50.0,1,50.0,204,1160,707,3,4,1,2,1,222,4,1612,sn SEN,DF,fr Ligue 1,21-132,2004.0,5,426.0,85,67.6,4.7,5,85.0,4,0,,2,1.0,7,7,0,0.0,1.32,5.2,8.4,-3.2,-0.68,1328,sn SEN,DF,fr Ligue 1,21-132,2004.0,4.7,1,0,0,8,8,1,7,2,9,0,1,0,24,21,6,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,OGC Nice,RB,CB,-,186,France,66.9182065817566,0.0,73.90922518063151,0.0,0.0,11.605415860735011,29.326027938551128
1673,Vitor Reis,br BRA,DF,Girona,es La Liga,19.0,2006.0,7,6,528.0,5.9,0,0,0,0,0,0,2,1,0.1,0.1,0.3,0.4,4,27,0,0.0,0.07,1673,br BRA,DF,es La Liga,19-267,2006.0,5.9,0,3,0,0.0,0.51,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1673,br BRA,DF,es La Liga,19-267,2006.0,5.9,296,330,89.7,5304,1614,0,0.3,0.0,-0.3,1,15,0,0,27,1673,br BRA,DF,es La Liga,19-267,2006.0,5.9,330,312,17,15,0,2,0,2,0,0,0,0,296,1,1,1673,br BRA,DF,es La Liga,19-267,2006.0,5.9,6,1.02,4,0,0,2,0,0,0,0.0,1673,br BRA,DF,es La Liga,19-267,2006.0,5.9,8,4,4,4,0,5,80.0,1,13,10,3,6,14,35,0,1673,br BRA,DF,es La Liga,19-267,2006.0,5.9,399,47,190,199,11,4,399,1,0,0.0,1,100.0,259,1244,730,4,1,0,1,2,269,0,2069,br BRA,DF,es La Liga,19-267,2006.0,7,528.0,75,73.3,5.9,6,83.0,5,1,33.0,0,0.71,3,10,-7,-1.19,1.15,5.3,9.2,-3.9,-0.66,1673,br BRA,DF,es La Liga,19-267,2006.0,5.9,2,1,0,5,3,0,0,6,4,0,0,0,18,16,14,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Palmeiras,CB,RB,-,186,Brazil,15.518151428068736,0.885850735087556,71.96870925684485,0.0,21.864406779661017,0.0,20.95420330094938
